ID del envio,Registre su tipo de empresa organizacion ciudadano,Provincia,Genero,CIIU,Tiene conocimientos de computacion y navegacion en internet,Conoce las oportunidades que el IOT (Internet de las cosas) puede aportar en su trabajo y empresa,Conoce las oportunidades que el IA (Inteligencia artificial) puede aportar en su trabajo y empresa,Conoce como utilizar herramientas de busqueda avanzada en Internet para mejorar los resultados en funcion de sus necesidades,Identifica parametros que deben cumplir las paginas web y la informacion online para considerar su confiabilidad y calidad,Clasifica la informacion mediante archivos y carpetas para facilitar su localizacion posterior,Conoce o ha utilizado servicios de alojamiento de archivos en la nube,Ha participado en consultas ciudadanas o encuestas a traves de internet (online) a propuestas de organizaciones publicas o sociales,"Usted sabe como generar un perfil publico, personal o profesional en las Redes Sociales, controlando los detalles de la imagen que quiere transmitir","Es capaz de utilizar los diferentes medios digitales para exponer de manera creativa esquemas graficos, mapas conceptuales, infografias","Sabe editar y modificar con herramientas digitales, el formato de diferentes tipos de archivo textos, fotografias, videos",Conoce los fundamentos de los procesos digitales y de la creacion de software. Entiendo los principios de la programacion,"Conoce y actua con prudencia cuando recibe mensajes cuyo remitente, contenido o archivo adjunto sea desconocido (SPAM)","Se interesa en conocer las politicas de privacidad de las plataformas que utiliza en Internet, asi como el tratamiento que hacen de sus datos personales","Se mantiene informado y actualizado sobre habitos saludables y seguros en el uso de la tecnologia, y los fomenta y los difunde","Es capaz de evaluar y elegir de manera adecuada un dispositivo, software, aplicacion o servicio para realizar sus tareas",Participa en experiencias innovadoras relacionadas con el uso de nuevas tecnologias,Conoce su nivel de competencia digital e identifica claramente sus carencias con respecto a los requisitos de su entorno laboral,Edad,Puntuacion
20659,Microempresarios,Tungurahua,Femenino,Industrias manufactureras.,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,55.0,97
20660,Ciudadano,Carchi,Femenino,Otras actividades de servicios.,Si,No,No,Si,No,Si,Si,Si,Si,No,Si,No,Si,Si,Si,Si,No,No,29.0,60
20661,Microempresarios,El Oro,Femenino,nan,Si,No,Si,Si,Si,No,Si,Si,Si,No,Si,Si,No,No,Si,Si,No,No,54.0,108
20662,Ciudadano,Santa Elena,Masculino,"Actividades profesionales, cientificas y tecnicas.",Si,No,No,No,No,No,No,Si,Si,No,Si,No,No,Si,No,Si,No,No,27.0,71
20663,Pyme,Imbabura,Masculino,"Actividades profesionales, cientificas y tecnicas.",Si,Si,Si,Si,No,Si,Si,Si,Si,Si,Si,Si,Si,No,Si,Si,Si,No,29.0,130
20664,Microempresarios,Santa Elena,Masculino,"Agricultura, ganaderia y pesca.",Si,Si,Si,No,No,No,Si,No,No,No,Si,No,Si,Si,No,No,No,No,37.0,75
20665,Ciudadano,Pichincha,Masculino,Otras actividades de servicios.,Si,Si,Si,Si,No,Si,Si,Si,No,No,Si,No,Si,Si,No,No,No,Si,33.0,98
20666,Ciudadano,El Oro,Femenino,"Agricultura, ganaderia y pesca.",Si,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,47.0,47
20667,Microempresarios,Loja,Femenino,"Agricultura, ganaderia y pesca.",Si,Si,Si,No,No,Si,No,Si,Si,No,No,No,No,No,Si,No,Si,Si,33.0,123
20668,Microempresarios,Guayas,Femenino,Comercio al por mayor y al por menor; reparacion de vehiculos automotores y motocicletas.,Si,Si,Si,Si,Si,No,No,Si,No,No,Si,No,No,No,Si,No,No,Si,24.0,128
20669,Artesanos,Tungurahua,Masculino,Industrias manufactureras.,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,50.0,100
20670,Artesanos,Cotopaxi,Masculino,Otras actividades de servicios.,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,65.0,47
20671,Ciudadano,El Oro,Femenino,"Agricultura, ganaderia y pesca.",Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,25.0,47
20672,Microempresarios,Cotopaxi,Femenino,Informacion y comunicacion.,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,39.0,48
20673,Ciudadano,Imbabura,Masculino,Actividades de alojamiento y de servicio de comida.,Si,No,No,No,No,No,No,No,Si,Si,Si,Si,Si,Si,Si,No,No,No,29.0,62
20674,Ciudadano,Cotopaxi,Femenino,nan,Si,Si,No,Si,No,Si,Si,Si,Si,Si,Si,No,Si,No,Si,No,Si,No,36.0,67
20675,Microempresarios,Santa Elena,Femenino,"Artes, entretenimiento y recreacion.",Si,No,No,No,No,No,No,Si,Si,Si,No,No,Si,Si,Si,Si,No,No,28.0,66
20676,Ciudadano,Carchi,Femenino,"Agricultura, ganaderia y pesca.",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,54.0,48
20677,Artesanos,Santa Elena,Femenino,Industrias manufactureras.,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,37.0,65
20678,Microempresarios,El Oro,Femenino,Actividades de alojamiento y de servicio de comida.,Si,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,30.0,81
20679,Pyme,Santa Elena,Masculino,nan,Si,No,No,No,No,No,No,Si,No,No,No,No,No,Si,Si,No,No,No,58.0,76
20680,Ciudadano,Cotopaxi,Femenino,Actividades de alojamiento y de servicio de comida.,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,30.0,72
20681,Microempresarios,El Oro,Masculino,"Agricultura, ganaderia y pesca.",No,Si,No,No,No,Si,Si,Si,No,Si,No,No,Si,Si,No,No,Si,No,57.0,89
20682,Microempresarios,Santa Elena,Masculino,Ensenanza.,Si,No,No,No,No,No,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,46.0,108
20683,Ciudadano,El Oro,Femenino,nan,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,68.0,54
20684,Microempresarios,Carchi,Masculino,"Agricultura, ganaderia y pesca.",Si,No,No,No,No,No,No,No,No,No,Si,No,Si,No,No,No,No,No,20.0,50
20685,Ciudadano,Azuay,Femenino,Otras actividades de servicios.,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,37.0,47
20686,Ciudadano,Santa Elena,Masculino,Otras actividades de servicios.,Si,Si,No,Si,Si,Si,Si,Si,No,No,Si,No,Si,Si,Si,Si,Si,Si,31.0,130
20687,Microempresarios,Santa Elena,Masculino,Comercio al por mayor y al por menor; reparacion de vehiculos automotores y motocicletas.,Si,Si,No,Si,Si,No,Si,Si,Si,Si,Si,Si,No,Si,Si,Si,Si,Si,40.0,121
20688,Artesanos,Carchi,Femenino,"Agricultura, ganaderia y pesca.",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,32.0,44
20689,Artesanos,El Oro,Femenino,Actividades de alojamiento y de servicio de comida.,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,21.0,47
20690,Microempresarios,Imbabura,Femenino,Otras actividades de servicios.,Si,Si,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,No,No,No,24.0,57
20691,Microempresarios,El Oro,Femenino,Otras actividades de servicios.,Si,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,31.0,62
20692,Artesanos,Galapagos,Masculino,Comercio al por mayor y al por menor; reparacion de vehiculos automotores y motocicletas.,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,52.0,51
20693,Microempresarios,Carchi,Femenino,"Agricultura, ganaderia y pesca.",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,35.0,44
20694,Ciudadano,Santa Elena,Femenino,nan,Si,No,No,Si,No,Si,No,Si,Si,No,Si,Si,Si,No,No,Si,No,No,50.0,92
20695,Microempresarios,Cotopaxi,Femenino,Otras actividades de servicios.,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,39.0,43
20696,Microempresarios,Santa Elena,Femenino,Comercio al por mayor y al por menor; reparacion de vehiculos automotores y motocicletas.,Si,No,No,No,No,No,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,31.0,107
20697,Microempresarios,Guayas,Masculino,Otras actividades de servicios.,Si,Si,No,Si,No,No,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,No,Si,32.0,101
20698,Ciudadano,Azuay,Femenino,"Agricultura, ganaderia y pesca.",Si,Si,No,No,No,Si,No,Si,Si,No,Si,No,No,Si,Si,Si,Si,Si,27.0,97
20699,Microempresarios,Guayas,Masculino,"Agricultura, ganaderia y pesca.",Si,No,Si,Si,Si,Si,Si,No,No,Si,No,Si,Si,Si,Si,No,Si,Si,27.0,111
20700,Ciudadano,Carchi,Femenino,"Actividades profesionales, cientificas y tecnicas.",Si,No,No,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,No,Si,Si,27.0,69
20701,Pyme,Pichincha,Masculino,Informacion y comunicacion.,Si,Si,No,Si,No,No,Si,No,Si,No,Si,No,No,No,Si,No,No,No,36.0,114
20702,Artesanos,Azuay,Masculino,"Agricultura, ganaderia y pesca.",No,No,No,No,No,No,No,No,Si,No,No,No,Si,No,No,No,No,No,35.0,93
20703,Ciudadano,Loja,Femenino,"Agricultura, ganaderia y pesca.",Si,No,No,No,No,Si,No,Si,Si,No,Si,No,Si,Si,Si,No,No,Si,24.0,120
20704,Ciudadano,El Oro,Femenino,Otras actividades de servicios.,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,46.0,45
20705,Ciudadano,Cotopaxi,Masculino,Transporte y almacenamiento.,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,56.0,44
20706,Ciudadano,Azuay,Masculino,"Agricultura, ganaderia y pesca.",Si,Si,Si,Si,No,Si,No,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,29.0,107
20707,Microempresarios,Imbabura,Masculino,Comercio al por mayor y al por menor; reparacion de vehiculos automotores y motocicletas.,Si,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,30.0,79
20708,Artesanos,Guayas,Femenino,Otras actividades de servicios.,Si,No,No,Si,Si,Si,No,No,Si,Si,Si,No,Si,Si,No,No,No,No,38.0,92
20709,Organizacion de Economia Popular y Solidaria,Santa Elena,Masculino,"Agricultura, ganaderia y pesca.",No,Si,No,No,No,Si,No,Si,No,No,Si,No,No,No,No,No,Si,Si,46.0,74
20710,Organizacion de Economia Popular y Solidaria,Santa Elena,Masculino,"Agricultura, ganaderia y pesca.",No,Si,No,No,No,Si,No,Si,No,No,Si,No,No,No,No,No,Si,Si,46.0,74
20711,Ciudadano,Carchi,Femenino,Actividades de alojamiento y de servicio de comida.,Si,No,No,Si,Si,Si,Si,Si,Si,No,Si,No,Si,Si,Si,No,No,Si,33.0,69
20712,Ciudadano,Azuay,Masculino,Comercio al por mayor y al por menor; reparacion de vehiculos automotores y motocicletas.,Si,No,No,No,No,No,No,Si,Si,No,No,No,No,Si,No,No,No,No,48.0,72
20713,Ciudadano,Guayas,Femenino,nan,Si,No,No,No,No,No,No,Si,No,No,No,No,No,Si,Si,No,No,No,33.0,52
20714,Artesanos,Imbabura,Masculino,Otras actividades de servicios.,Si,No,No,No,No,No,No,Si,Si,No,No,No,Si,Si,No,No,No,No,57.0,78
20715,Artesanos,Imbabura,Femenino,"Artes, entretenimiento y recreacion.",Si,No,No,Si,No,Si,Si,Si,Si,Si,Si,No,Si,Si,Si,No,No,Si,21.0,80
20716,Artesanos,Carchi,Masculino,Industrias manufactureras.,Si,Si,Si,Si,Si,Si,Si,Si,Si,No,Si,No,Si,No,No,No,Si,No,41.0,119
20717,Microempresarios,Santa Elena,Femenino,Comercio al por mayor y al por menor; reparacion de vehiculos automotores y motocicletas.,Si,No,No,No,Si,Si,Si,Si,Si,Si,Si,No,Si,Si,Si,Si,No,Si,30.0,71
20718,Microempresarios,Santa Elena,Femenino,Otras actividades de servicios.,Si,No,No,Si,No,No,Si,Si,Si,Si,Si,Si,Si,No,Si,Si,Si,Si,32.0,126
20719,Microempresarios,Santa Elena,Femenino,Comercio al por mayor y al por menor; reparacion de vehiculos automotores y motocicletas.,Si,No,No,No,Si,Si,Si,Si,Si,Si,Si,No,Si,Si,Si,Si,No,Si,30.0,71
20720,Microempresarios,Santa Elena,Masculino,"Agricultura, ganaderia y pesca.",Si,Si,Si,Si,Si,Si,Si,No,Si,Si,Si,No,Si,Si,Si,Si,Si,Si,32.0,105
20721,Microempresarios,El Oro,Masculino,"Agricultura, ganaderia y pesca.",Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,71.0,78
20722,Artesanos,Imbabura,Femenino,nan,Si,No,No,No,No,No,No,No,Si,No,Si,No,Si,No,No,No,No,No,48.0,50
20723,Ciudadano,Carchi,Masculino,Transporte y almacenamiento.,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,39.0,51
20724,Ciudadano,El Oro,Femenino,Otras actividades de servicios.,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,75.0,44
20725,Microempresarios,Santa Elena,Masculino,Comercio al por mayor y al por menor; reparacion de vehiculos automotores y motocicletas.,Si,Si,Si,Si,No,No,Si,No,Si,Si,Si,Si,Si,No,Si,Si,No,Si,55.0,102
20726,Ciudadano,Cotopaxi,Masculino,Transporte y almacenamiento.,Si,Si,No,No,No,No,No,No,No,Si,Si,No,Si,Si,Si,No,No,Si,33.0,92
20727,Artesanos,Carchi,Masculino,Otras actividades de servicios.,Si,Si,Si,No,No,No,No,Si,No,Si,Si,No,Si,Si,Si,Si,No,Si,55.0,64
20728,Microempresarios,Carchi,Femenino,"Artes, entretenimiento y recreacion.",Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,22.0,94
20729,Artesanos,Imbabura,Masculino,"Agricultura, ganaderia y pesca.",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,54.0,56
20730,Microempresarios,El Oro,Femenino,Otras actividades de servicios.,Si,Si,No,Si,No,Si,No,No,Si,No,No,No,Si,Si,No,No,No,Si,40.0,103
20731,Ciudadano,Pichincha,Masculino,"Actividades profesionales, cientificas y tecnicas.",Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,33.0,90
20732,Organizacion de Economia Popular y Solidaria,Santa Elena,Masculino,"Agricultura, ganaderia y pesca.",Si,Si,Si,No,No,No,No,Si,No,Si,No,Si,Si,Si,Si,No,No,No,28.0,131
20733,Artesanos,Santa Elena,Masculino,nan,Si,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,69.0,74
20734,Microempresarios,Guayas,Femenino,Otras actividades de servicios.,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,45.0,115
20735,Ciudadano,Azuay,Femenino,"Agricultura, ganaderia y pesca.",Si,No,No,No,No,Si,No,No,No,No,Si,No,No,No,Si,No,No,No,50.0,61
20736,Pyme,El Oro,Masculino,"Agricultura, ganaderia y pesca.",No,No,No,Si,Si,Si,Si,Si,Si,No,No,Si,Si,Si,Si,Si,Si,Si,56.0,127
20737,Artesanos,Pichincha,Femenino,nan,Si,No,No,No,No,Si,No,Si,No,No,No,No,No,Si,No,No,No,No,39.0,75
20738,Ciudadano,Santa Elena,Femenino,nan,Si,Si,Si,Si,Si,Si,No,Si,Si,Si,Si,No,Si,Si,Si,No,Si,No,45.0,75
20739,Microempresarios,Azuay,Masculino,Comercio al por mayor y al por menor; reparacion de vehiculos automotores y motocicletas.,Si,Si,No,Si,Si,No,No,Si,Si,No,Si,Si,No,Si,Si,No,No,Si,19.0,135
20740,Microempresarios,Santa Elena,Masculino,nan,Si,No,No,No,No,No,No,No,Si,Si,Si,No,No,No,No,No,No,No,27.0,73
20741,Ciudadano,Guayas,Masculino,"Artes, entretenimiento y recreacion.",Si,No,No,No,No,Si,No,No,No,Si,Si,Si,Si,Si,Si,Si,Si,No,27.0,94
20742,Microempresarios,Imbabura,Masculino,"Agricultura, ganaderia y pesca.",Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,41.0,90
20743,Microempresarios,Santa Elena,Masculino,"Agricultura, ganaderia y pesca.",Si,No,No,No,No,No,No,Si,No,No,No,No,Si,No,No,No,No,No,50.0,88
20744,Artesanos,Imbabura,Masculino,nan,Si,No,No,No,No,No,No,Si,Si,No,No,No,Si,Si,Si,No,No,Si,44.0,67
20745,Ciudadano,Loja,Masculino,"Artes, entretenimiento y recreacion.",Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,30.0,137
20746,Ciudadano,Carchi,Femenino,Otras actividades de servicios.,Si,No,No,No,No,No,No,No,No,Si,Si,No,No,No,Si,Si,No,Si,25.0,63
20747,Artesanos,Imbabura,Femenino,"Artes, entretenimiento y recreacion.",Si,Si,No,Si,No,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,44.0,125
20748,Ciudadano,Carchi,Masculino,nan,Si,Si,Si,No,Si,No,No,Si,No,Si,No,Si,No,No,Si,Si,No,No,26.0,124
20749,Organizacion de Economia Popular y Solidaria,Cotopaxi,Masculino,Industrias manufactureras.,Si,No,No,No,No,No,No,No,No,No,Si,No,Si,Si,No,No,No,No,35.0,54
20750,Pyme,Pichincha,Masculino,"Agricultura, ganaderia y pesca.",Si,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,24.0,68
20751,Microempresarios,Carchi,Masculino,"Agricultura, ganaderia y pesca.",Si,No,No,No,Si,Si,Si,No,Si,Si,Si,No,Si,Si,Si,No,No,No,34.0,77
20752,Ciudadano,Cotopaxi,Masculino,Otras actividades de servicios.,Si,No,No,Si,No,Si,No,Si,No,No,No,No,No,No,No,No,Si,No,53.0,79
20753,Ciudadano,Cotopaxi,Masculino,Otras actividades de servicios.,Si,No,No,Si,No,Si,No,Si,No,No,No,No,No,No,No,No,Si,No,53.0,79
20754,Microempresarios,Guayas,Femenino,Otras actividades de servicios.,Si,No,No,No,No,No,No,Si,No,Si,No,No,Si,No,Si,No,Si,No,65.0,124
20755,Microempresarios,Azuay,Masculino,Actividades de alojamiento y de servicio de comida.,Si,No,No,No,No,No,No,No,Si,No,Si,No,Si,Si,Si,No,No,No,33.0,72
20756,Microempresarios,Guayas,Masculino,Otras actividades de servicios.,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,20.0,44
20757,Microempresarios,Santa Elena,Masculino,Otras actividades de servicios.,Si,No,No,No,No,Si,Si,No,No,No,No,No,No,No,Si,No,Si,Si,46.0,116
20758,Microempresarios,Imbabura,Femenino,"Agricultura, ganaderia y pesca.",Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,41.0,49
20759,Microempresarios,Guayas,Femenino,Otras actividades de servicios.,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,22.0,81
20760,Microempresarios,Guayas,Masculino,Otras actividades de servicios.,Si,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,18.0,79
20761,Pyme,Azuay,Femenino,"Agricultura, ganaderia y pesca.",Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,42.0,55
20762,Ciudadano,El Oro,Femenino,Otras actividades de servicios.,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,61.0,44
20763,Microempresarios,Guayas,Femenino,"Artes, entretenimiento y recreacion.",Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,44.0,160
20764,Microempresarios,Guayas,Masculino,Otras actividades de servicios.,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,20.0,65
20765,Microempresarios,Cotopaxi,Masculino,Otras actividades de servicios.,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,53.0,44
20766,Pyme,Santa Elena,Masculino,"Agricultura, ganaderia y pesca.",Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,25.0,71
20767,Ciudadano,Imbabura,Femenino,nan,Si,No,No,No,No,No,No,Si,Si,No,No,No,No,Si,Si,No,No,Si,42.0,65
20768,Ciudadano,El Oro,Femenino,"Agricultura, ganaderia y pesca.",No,Si,Si,Si,Si,Si,No,Si,No,No,No,No,No,No,No,No,No,No,58.0,100
20769,Microempresarios,Cotopaxi,Femenino,Otras actividades de servicios.,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,50.0,50
20770,Microempresarios,El Oro,Femenino,"Agricultura, ganaderia y pesca.",Si,Si,Si,No,Si,Si,Si,Si,Si,No,Si,No,Si,No,Si,Si,Si,Si,27.0,122
20771,Microempresarios,Cotopaxi,Masculino,Otras actividades de servicios.,Si,No,No,No,No,No,No,No,No,No,Si,No,Si,Si,No,No,No,No,46.0,56
20772,Microempresarios,Santa Elena,Masculino,Otras actividades de servicios.,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,No,No,Si,Si,Si,No,Si,51.0,123
20773,Microempresarios,Tungurahua,Femenino,Industrias manufactureras.,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,40.0,47
20774,Microempresarios,Loja,Femenino,nan,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,54.0,44
20775,Microempresarios,Cotopaxi,Masculino,Construccion.,Si,No,No,No,No,Si,No,No,No,No,Si,No,Si,Si,Si,Si,Si,Si,39.0,68
20776,Microempresarios,Santa Elena,Otro,Construccion.,Si,No,No,No,Si,Si,Si,Si,Si,Si,Si,No,Si,Si,Si,Si,No,Si,45.0,115
20777,Ciudadano,Santa Elena,Femenino,Otras actividades de servicios.,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,50.0,45
20778,Microempresarios,Loja,Masculino,nan,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,60.0,42
20779,Ciudadano,Imbabura,Femenino,Otras actividades de servicios.,Si,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,Si,No,No,54.0,69
20780,Ciudadano,Imbabura,Femenino,nan,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,22.0,138
20781,Microempresarios,Carchi,Femenino,"Agricultura, ganaderia y pesca.",No,Si,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,33.0,111
20782,Microempresarios,Tungurahua,Femenino,Actividades de alojamiento y de servicio de comida.,Si,Si,No,Si,No,No,Si,Si,Si,Si,No,No,Si,No,No,Si,No,No,29.0,105
20783,Artesanos,El Oro,Femenino,nan,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,39.0,51
20784,Organizacion de Economia Popular y Solidaria,Santa Elena,Femenino,Otras actividades de servicios.,Si,No,No,No,Si,Si,Si,Si,Si,Si,Si,No,Si,Si,Si,Si,Si,Si,44.0,129
20785,Artesanos,Carchi,Femenino,"Agricultura, ganaderia y pesca.",Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,42.0,83
20786,Microempresarios,El Oro,Masculino,Comercio al por mayor y al por menor; reparacion de vehiculos automotores y motocicletas.,No,No,No,No,No,No,No,No,No,No,No,No,Si,Si,No,No,No,No,50.0,63
20787,Microempresarios,Tungurahua,Femenino,Otras actividades de servicios.,Si,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,59.0,90
20788,Microempresarios,Guayas,Femenino,Actividades de alojamiento y de servicio de comida.,Si,Si,No,Si,Si,No,No,Si,Si,No,No,No,No,No,No,No,No,No,33.0,118
20789,Microempresarios,Carchi,Masculino,Otras actividades de servicios.,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,33.0,122
20790,Microempresarios,Galapagos,Masculino,Otras actividades de servicios.,Si,No,No,Si,Si,No,No,No,Si,Si,Si,No,Si,Si,Si,No,No,No,28.0,103
20791,Ciudadano,Santa Elena,Masculino,"Agricultura, ganaderia y pesca.",Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,44.0,44
20792,Ciudadano,El Oro,Femenino,nan,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,58.0,43
20793,Pyme,El Oro,Femenino,"Agricultura, ganaderia y pesca.",Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,No,No,Si,22.0,143
20794,Microempresarios,Carchi,Femenino,"Agricultura, ganaderia y pesca.",Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,26.0,90
20795,Microempresarios,Imbabura,Femenino,"Agricultura, ganaderia y pesca.",Si,No,Si,Si,Si,Si,Si,No,Si,No,No,No,No,No,No,Si,Si,Si,24.0,107
20796,Microempresarios,El Oro,Masculino,Comercio al por mayor y al por menor; reparacion de vehiculos automotores y motocicletas.,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,65.0,55
20797,Microempresarios,Tungurahua,Masculino,nan,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,36.0,72
20798,Ciudadano,Guayas,Femenino,Otras actividades de servicios.,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,25.0,82
20799,Microempresarios,Guayas,Femenino,Actividades de alojamiento y de servicio de comida.,Si,No,Si,No,No,No,No,Si,Si,Si,No,No,No,No,Si,No,Si,No,43.0,106
20800,Microempresarios,Tungurahua,Masculino,Otras actividades de servicios.,Si,No,No,No,No,Si,Si,Si,Si,Si,Si,No,No,No,Si,No,No,No,45.0,90
20801,Ciudadano,Carchi,Masculino,nan,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Si,Si,No,No,Si,Si,45.0,91
20802,Microempresarios,Santa Elena,Masculino,"Agricultura, ganaderia y pesca.",Si,No,No,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,30.0,121
20803,Microempresarios,Pichincha,Masculino,Actividades de servicios administrativos y de apoyo.,Si,Si,No,Si,Si,Si,Si,Si,Si,Si,Si,No,Si,Si,Si,Si,No,Si,35.0,101
20804,Ciudadano,Pichincha,Masculino,Transporte y almacenamiento.,Si,No,No,Si,No,Si,No,Si,Si,No,No,No,Si,Si,Si,No,No,No,42.0,64
20805,Microempresarios,El Oro,Femenino,Otras actividades de servicios.,Si,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,38.0,48
20806,Ciudadano,Bolivar,Femenino,Otras actividades de servicios.,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,19.0,62
20807,Ciudadano,Pichincha,Femenino,Otras actividades de servicios.,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,27.0,70
20808,Microempresarios,Santa Elena,Masculino,Actividades de alojamiento y de servicio de comida.,Si,No,No,No,No,No,No,Si,No,Si,Si,Si,Si,Si,No,Si,No,No,41.0,112
20809,Ciudadano,El Oro,Femenino,Otras actividades de servicios.,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,24.0,45
20810,Artesanos,Santa Elena,Masculino,Informacion y comunicacion.,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,32.0,78
20811,Microempresarios,Carchi,Femenino,Industrias manufactureras.,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,43.0,104
20812,Microempresarios,Santa Elena,Masculino,Comercio al por mayor y al por menor; reparacion de vehiculos automotores y motocicletas.,Si,No,No,Si,Si,Si,Si,No,Si,No,Si,Si,Si,Si,Si,No,Si,Si,34.0,137
20813,Ciudadano,Carchi,Femenino,Otras actividades de servicios.,Si,No,No,No,Si,Si,Si,Si,No,No,No,No,Si,No,Si,No,No,No,27.0,61
